transaction_id,user_id,amount,transaction_type,merchant_category,location,device_type,payment_method,hour,is_international,is_new_device,transactions_last_24h,avg_amount_last_30d,account_age_days,distance_from_usual_location_km,failed_transactions_last_24h,label
TXN1010082,U101655,2192.63,ONLINE,insurance,"Nagpur, MH",tablet,debit_card,18,0,0,0,1843.82,3512,4.6,0,0
TXN1010083,U103233,3694.7,ONLINE,insurance,"Indore, MP",desktop,UPI,17,0,0,1,1689.61,2895,14.9,1,0
TXN1010084,U102098,699.95,POS,gaming,"Kolkata, WB",mobile,UPI,0,0,0,4,1071.51,1900,27.8,0,0
TXN1010085,U100734,3048.05,UPI,insurance,"Visakhapatnam, AP",mobile,UPI,18,0,0,0,3727.42,497,0.9,0,0
TXN1010086,U100703,6095.94,ONLINE,insurance,"Delhi, DL",mobile,UPI,7,0,0,2,2644.69,1099,35.5,0,0
TXN1010087,U103380,562.25,ONLINE,food,"Kochi, KL",mobile,net_banking,8,0,0,2,1655.02,310,1.1,0,0
TXN1010088,U103204,3594.69,POS,food,"Delhi, DL",tablet,debit_card,14,0,0,1,3754.57,3549,22.2,0,0
TXN1010089,U101665,3859.48,BANK_TRANSFER,shopping,"Chennai, TN",desktop,UPI,20,0,0,1,3421.89,1175,17.3,0,0
TXN1010090,U101945,596.01,POS,fuel,"Mumbai, MH",mobile,debit_card,13,0,0,1,1300.04,1976,2.4,0,0
TXN1010091,U101888,4070.79,BANK_TRANSFER,shopping,"Visakhapatnam, AP",desktop,UPI,18,0,0,1,2101.68,2343,12.8,0,0
TXN1010092,U102658,5404.64,ATM,shopping,"Bhopal, MP",tablet,credit_card,8,0,0,3,2425.84,2189,3.1,0,0
TXN1010093,U101632,341.87,BANK_TRANSFER,food,"Guwahati, AS",desktop,debit_card,23,0,0,1,949.15,662,8.3,0,0
TXN1010094,U100420,342.3,POS,entertainment,"Coimbatore, TN",mobile,UPI,6,0,0,2,675.86,1089,5.7,0,0
TXN1010095,U101135,7159.18,BANK_TRANSFER,insurance,"Pune, MH",mobile,debit_card,9,0,0,2,3352.13,3569,6.7,0,0
TXN1010096,U101959,12871.05,POS,fuel,"Delhi, DL",tablet,UPI,15,0,0,1,1537.34,940,0.8,0,0
TXN1010097,U101215,331.76,UPI,shopping,"Chandigarh, CH",desktop,UPI,23,0,0,4,415.54,3450,10.5,0,0
TXN1010098,U102848,1004.25,UPI,groceries,"Coimbatore, TN",mobile,UPI,5,0,0,2,3500.06,2996,22.0,0,0
TXN1010099,U103309,658.28,POS,entertainment,"Bengaluru, KA",desktop,credit_card,14,0,0,2,1250.0,684,1.1,0,0
TXN1010100,U100859,990.03,ATM,utilities,"Lucknow, UP",desktop,UPI,18,0,0,1,1342.77,1864,0.5,0,0
TXN1010101,U103099,2510.38,UPI,entertainment,"Ahmedabad, GJ",mobile,debit_card,2,0,0,1,1982.83,2641,2.4,0,0
TXN1010102,U102480,1579.16,ONLINE,entertainment,"Nagpur, MH",desktop,debit_card,17,0,0,0,3375.6,2483,12.6,0,0
TXN1010103,U102024,6110.79,POS,travel,"Chennai, TN",mobile,UPI,7,0,0,0,1175.45,3043,29.6,0,0
TXN1010104,U100443,1370.22,ONLINE,utilities,"Mumbai, MH",mobile,UPI,15,0,0,2,1973.27,1042,3.2,0,0
TXN1010105,U101409,6072.24,POS,shopping,"Indore, MP",mobile,UPI,11,0,0,2,3185.93,696,0.7,0,0
TXN1010106,U103485,798.47,UPI,utilities,"Chennai, TN",mobile,UPI,20,0,0,3,3045.16,2795,19.1,1,0
TXN1010107,U102235,1177.85,UPI,education,"Chennai, TN",mobile,UPI,16,0,0,1,650.19,1126,8.6,0,0
TXN1010108,U102040,10544.33,ONLINE,shopping,"Nagpur, MH",mobile,credit_card,17,0,0,1,2912.77,3463,1.4,0,0
TXN1010109,U100126,2730.6,UPI,fuel,"Chennai, TN",mobile,UPI,12,0,0,0,1441.41,2766,5.6,0,0
TXN1010110,U101125,1556.77,POS,entertainment,"Indore, MP",mobile,UPI,10,1,0,0,1911.6,1037,8.6,0,0
TXN1010111,U101683,2110.83,UPI,healthcare,"Mumbai, MH",mobile,debit_card,18,0,0,0,835.49,3069,13.3,0,0
TXN1010112,U102215,23413.58,ONLINE,shopping,"Surat, GJ",mobile,UPI,11,0,0,1,8140.03,1362,21.4,0,0
TXN1010113,U102994,702.39,UPI,utilities,"Chennai, TN",mobile,credit_card,7,0,0,0,1590.19,1956,8.2,0,0
TXN1010114,U101573,5016.98,UPI,shopping,"Mumbai, MH",desktop,debit_card,7,0,0,3,1777.04,3457,33.8,0,0
TXN1010115,U100961,1664.29,ONLINE,shopping,"Chennai, TN",mobile,debit_card,14,0,0,1,1011.89,2449,14.5,0,0
TXN1010116,U100987,3146.38,POS,utilities,"Surat, GJ",mobile,UPI,20,0,0,0,3060.2,914,2.7,0,0
TXN1010117,U100476,1971.43,ONLINE,gaming,"Indore, MP",desktop,debit_card,15,0,0,2,2625.63,1549,32.4,0,0
TXN1010118,U100512,2475.47,ONLINE,entertainment,"Visakhapatnam, AP",mobile,UPI,23,0,0,3,2184.88,2286,1.2,0,0
TXN1010119,U101070,1202.98,UPI,food,"Guwahati, AS",mobile,debit_card,6,0,0,0,2966.65,2024,14.2,0,0
TXN1010120,U102671,764.74,BANK_TRANSFER,utilities,"Coimbatore, TN",tablet,UPI,9,0,0,1,1916.77,419,2.3,0,0
TXN1010121,U101416,3867.71,BANK_TRANSFER,healthcare,"Chandigarh, CH",desktop,UPI,6,1,0,2,2072.92,593,0.5,0,0
TXN1010122,U103004,919.78,BANK_TRANSFER,utilities,"Kolkata, WB",desktop,credit_card,13,0,0,1,3160.44,2555,3.1,0,0
TXN1010123,U103316,1663.32,ONLINE,insurance,"Guwahati, AS",mobile,UPI,8,0,0,1,1034.98,1180,10.6,0,0
TXN1010124,U100257,1281.0,BANK_TRANSFER,shopping,"Pune, MH",mobile,debit_card,20,0,0,2,630.82,1564,7.5,0,0
TXN1010125,U102465,3116.03,ONLINE,entertainment,"Mumbai, MH",mobile,debit_card,11,0,0,4,1577.09,2360,5.6,0,0
TXN1010126,U100297,523.53,UPI,gaming,"Guwahati, AS",tablet,UPI,7,0,0,1,566.61,487,7.0,2,0
TXN1010127,U100242,4204.1,BANK_TRANSFER,electronics,"Nagpur, MH",mobile,UPI,11,0,0,3,1660.6,1775,14.4,0,0
TXN1010128,U100966,9126.01,UPI,insurance,"Visakhapatnam, AP",desktop,debit_card,23,0,0,3,5103.5,2895,0.4,0,0
TXN1010129,U100351,2684.88,POS,electronics,"Kolkata, WB",desktop,UPI,19,0,0,3,1063.29,302,22.4,0,0
TXN1010130,U102301,8534.84,ATM,shopping,"Lucknow, UP",desktop,UPI,20,0,0,0,3037.7,3223,2313.0,0,0
TXN1010131,U102481,7801.42,POS,electronics,"Bengaluru, KA",mobile,UPI,7,0,0,0,2768.46,1133,4.6,2,0
TXN1010132,U102209,345.54,ONLINE,entertainment,"Hyderabad, TS",mobile,UPI,21,0,0,2,1041.3,449,5.1,0,0
TXN1010133,U101983,5738.02,UPI,education,"Patna, BR",mobile,UPI,18,0,0,3,3241.48,429,6.9,0,0
TXN1010134,U102724,162.64,ONLINE,groceries,"Chandigarh, CH",mobile,net_banking,9,0,0,1,809.3,644,1.6,1,0
TXN1010135,U102693,4177.78,POS,electronics,"Jaipur, RJ",tablet,net_banking,16,0,0,1,1144.37,2018,4.5,0,0
TXN1010136,U103041,1917.27,UPI,healthcare,"Kochi, KL",mobile,UPI,17,0,0,2,1360.65,1806,12.3,0,0
TXN1010137,U102410,643.79,POS,healthcare,"Kolkata, WB",mobile,UPI,15,0,0,1,279.97,1097,21.7,0,0
TXN1010138,U101233,3471.23,ONLINE,electronics,"Indore, MP",desktop,UPI,6,0,0,0,2482.42,2411,2.8,0,0
TXN1010139,U101809,3576.83,ONLINE,shopping,"Delhi, DL",mobile,UPI,15,0,0,0,1240.23,109,8.0,0,0
TXN1010140,U101691,199.46,ONLINE,food,"Mumbai, MH",desktop,credit_card,16,0,0,1,1131.12,2614,19.5,0,0
TXN1010141,U100378,700.22,POS,fuel,"Bhopal, MP",desktop,credit_card,19,0,0,1,1143.8,3327,22.2,0,0
TXN1010142,U102841,768.61,ONLINE,food,"Mumbai, MH",mobile,UPI,15,0,0,2,1700.25,2199,1.6,1,0
TXN1010143,U103189,1915.94,POS,food,"Indore, MP",desktop,UPI,15,0,0,0,3151.36,2169,2.5,0,0
TXN1010144,U103451,1477.38,POS,entertainment,"Lucknow, UP",desktop,UPI,12,0,0,2,2145.82,2736,0.6,0,0
TXN1010145,U100878,1707.16,POS,travel,"Ahmedabad, GJ",mobile,UPI,20,0,0,1,1643.88,338,0.0,0,0
TXN1010146,U100341,1695.18,UPI,food,"Guwahati, AS",desktop,debit_card,13,0,0,2,3430.23,3069,24.2,0,0
TXN1010147,U100386,5543.24,POS,electronics,"Chandigarh, CH",mobile,net_banking,17,0,1,0,1965.69,3241,4.7,0,0
TXN1010148,U102811,10437.57,ONLINE,travel,"Lucknow, UP",desktop,net_banking,23,0,0,1,2800.64,823,0.8,1,0
TXN1010149,U102178,2395.97,ATM,groceries,"Guwahati, AS",mobile,UPI,15,0,0,1,2270.76,3583,5.6,0,0
TXN1010150,U102633,2995.19,POS,electronics,"Kolkata, WB",mobile,credit_card,19,0,0,3,950.09,606,8.2,1,0
TXN1010151,U103162,4216.7,ATM,electronics,"Indore, MP",mobile,UPI,16,0,1,0,883.39,2090,6.2,0,0
TXN1010152,U100803,641.3,ONLINE,shopping,"Pune, MH",desktop,UPI,21,0,0,0,350.56,1878,8.6,0,0
TXN1010153,U101255,392.36,UPI,entertainment,"Bengaluru, KA",desktop,credit_card,19,0,0,0,868.08,2938,1.3,0,0
TXN1010154,U102762,2130.4,POS,utilities,"Nagpur, MH",mobile,credit_card,10,0,0,0,2678.38,1132,3.2,1,0
TXN1010155,U100921,1160.5,POS,groceries,"Ahmedabad, GJ",mobile,UPI,21,0,0,1,867.3,3619,11.5,0,0
TXN1010156,U101748,3381.06,POS,insurance,"Lucknow, UP",mobile,debit_card,12,0,0,0,1123.54,365,4.3,1,0
TXN1010157,U101525,509.7,ONLINE,shopping,"Coimbatore, TN",mobile,UPI,0,0,0,1,395.26,2596,2368.6,0,0
TXN1010158,U102051,3420.92,POS,education,"Surat, GJ",mobile,UPI,11,0,0,0,2446.91,2552,3.4,0,0
TXN1010159,U103461,3872.55,BANK_TRANSFER,education,"Indore, MP",desktop,net_banking,21,0,0,2,1676.12,1037,9.8,0,0
TXN1010160,U100359,1544.79,UPI,gaming,"Delhi, DL",mobile,UPI,13,0,0,1,1909.71,1310,2.5,0,0
TXN1010161,U101671,8988.84,ATM,utilities,"Chennai, TN",desktop,UPI,7,0,0,1,2449.57,1576,4.8,0,0
TXN1010162,U103352,2257.84,ONLINE,groceries,"Surat, GJ",desktop,UPI,5,1,0,3,5132.14,190,5.5,1,0
TXN1010163,U101203,15094.96,ONLINE,insurance,"Bhopal, MP",mobile,debit_card,8,0,0,0,1534.09,1302,5.2,0,0
TXN1010164,U102572,4127.56,ONLINE,insurance,"Coimbatore, TN",mobile,UPI,16,0,0,1,5542.75,2813,26.3,0,0
TXN1010165,U103242,2235.73,UPI,healthcare,"Bhopal, MP",mobile,debit_card,5,0,0,3,1847.0,2773,4.9,0,0
TXN1010166,U100853,2240.53,ONLINE,entertainment,"Hyderabad, TS",desktop,credit_card,12,0,0,1,1862.92,3293,10.5,2,0
TXN1010167,U100283,2013.05,UPI,healthcare,"Bengaluru, KA",desktop,UPI,16,0,0,3,1878.7,3206,8.1,0,0
TXN1010168,U100258,4225.96,UPI,travel,"Patna, BR",tablet,credit_card,21,0,0,0,2054.4,2144,5.3,0,0
TXN1010169,U100249,4730.37,ONLINE,electronics,"Bengaluru, KA",mobile,net_banking,14,0,0,3,1458.26,1284,4.2,0,0
TXN1010170,U101213,3515.8,UPI,education,"Bhopal, MP",tablet,UPI,17,0,0,0,1173.73,1248,12.0,0,0
TXN1010171,U100429,5936.62,UPI,shopping,"Ahmedabad, GJ",tablet,UPI,15,0,0,1,1589.48,3052,12.6,0,0
TXN1010172,U101385,26915.53,BANK_TRANSFER,travel,"Bengaluru, KA",mobile,UPI,11,0,0,1,2388.4,559,6.1,1,0
TXN1010173,U102626,24299.41,UPI,fuel,"Bengaluru, KA",mobile,UPI,20,0,0,1,3712.17,2095,681.0,0,0
TXN1010174,U101041,2561.45,ONLINE,insurance,"Delhi, DL",tablet,UPI,16,0,0,2,1855.06,3153,4.8,0,0
TXN1010175,U101654,1859.47,BANK_TRANSFER,travel,"Indore, MP",mobile,credit_card,5,0,0,1,1307.33,1226,0.1,1,0
TXN1010176,U100432,1069.75,ONLINE,food,"Jaipur, RJ",tablet,credit_card,9,0,0,0,2372.24,433,2.4,2,0
TXN1010177,U102425,1038.15,UPI,shopping,"Ahmedabad, GJ",mobile,UPI,14,0,0,5,1011.49,1085,646.4,0,1
TXN1010178,U101108,2639.61,ATM,travel,"Coimbatore, TN",desktop,UPI,12,0,0,0,836.03,181,6.7,0,0
TXN1010179,U100467,6734.88,ONLINE,gaming,"Patna, BR",desktop,UPI,18,0,0,2,2210.57,50,11.1,0,0
TXN1010180,U103335,6855.33,BANK_TRANSFER,shopping,"Guwahati, AS",desktop,debit_card,18,0,0,1,1339.85,1481,7.7,0,0
TXN1010181,U102684,8414.09,UPI,insurance,"Coimbatore, TN",mobile,UPI,13,0,0,1,3560.69,3544,9.8,0,0
TXN1010182,U102251,2895.03,UPI,education,"Kochi, KL",mobile,UPI,10,0,0,1,786.95,2557,5.6,0,0
TXN1010183,U102505,236.83,POS,groceries,"Lucknow, UP",mobile,UPI,4,0,0,0,474.41,3555,6.6,0,0
TXN1010184,U101456,1510.75,UPI,shopping,"Bengaluru, KA",desktop,UPI,19,0,0,1,1271.42,801,1.5,0,0
TXN1010185,U101041,3423.68,ATM,gaming,"Delhi, DL",tablet,UPI,8,0,0,2,2215.89,3153,2.1,0,0
TXN1010186,U101728,1787.19,UPI,travel,"Pune, MH",desktop,UPI,22,0,0,0,1091.2,1372,16.8,0,0
TXN1010187,U102888,1841.19,ATM,gaming,"Kochi, KL",mobile,net_banking,16,0,0,1,3082.63,3537,2.6,0,0
TXN1010188,U103367,10789.19,ONLINE,insurance,"Bhopal, MP",mobile,UPI,9,0,0,0,4146.14,1831,0.5,0,0
TXN1010189,U102091,1252.65,POS,healthcare,"Pune, MH",mobile,UPI,23,0,0,3,2055.69,577,18.4,3,0
TXN1010190,U101296,4481.49,ONLINE,shopping,"Chandigarh, CH",mobile,UPI,10,0,0,2,3268.1,174,2.9,0,0
TXN1010191,U102488,622.51,BANK_TRANSFER,food,"Ahmedabad, GJ",desktop,debit_card,21,0,0,0,2476.25,2832,4.2,0,0
TXN1010192,U102424,2257.9,POS,insurance,"Chandigarh, CH",mobile,UPI,18,0,0,2,1102.21,2326,15.4,1,0
TXN1010193,U100874,1750.55,UPI,food,"Chennai, TN",mobile,debit_card,8,0,0,1,4841.88,2025,7.1,0,0
TXN1010194,U101491,23421.78,ONLINE,travel,"Lucknow, UP",desktop,UPI,20,0,0,0,3495.67,3405,18.9,0,0
TXN1010195,U100462,2019.96,POS,gaming,"Bhopal, MP",tablet,UPI,21,0,0,1,1549.84,2682,7.5,0,0
TXN1010196,U101376,282.8,UPI,food,"Patna, BR",tablet,net_banking,21,0,1,0,876.4,1727,8.7,0,0
TXN1010197,U102655,17359.46,POS,electronics,"Mumbai, MH",mobile,UPI,3,0,1,0,6058.91,2736,0.2,1,0
TXN1010198,U101094,1757.19,POS,entertainment,"Patna, BR",mobile,UPI,18,0,0,1,3984.64,33,1.2,0,0
TXN1010199,U102183,1299.47,POS,electronics,"Bhopal, MP",desktop,UPI,19,0,0,2,900.73,1683,0.8,1,0
TXN1010200,U101147,4107.87,ATM,travel,"Delhi, DL",mobile,UPI,18,0,0,1,2489.05,2501,6.6,2,0
TXN1010201,U100518,467.14,ONLINE,education,"Mumbai, MH",tablet,UPI,21,0,0,2,1219.47,1991,6.4,0,0
TXN1010202,U102576,3595.97,UPI,electronics,"Surat, GJ",tablet,net_banking,16,0,0,1,2971.61,436,0.4,1,0
TXN1010203,U102033,3151.15,ATM,utilities,"Bhopal, MP",tablet,net_banking,17,0,0,0,3081.54,2101,7.5,0,0
TXN1010204,U102889,605.98,ONLINE,insurance,"Jaipur, RJ",mobile,UPI,17,0,0,3,1286.63,1394,4.6,2,0
TXN1010205,U102351,995.37,ATM,fuel,"Mumbai, MH",mobile,debit_card,19,0,0,3,2525.09,2643,4.3,0,0
TXN1010206,U102857,2642.83,UPI,education,"Mumbai, MH",desktop,credit_card,3,0,0,2,3877.2,3158,14.0,0,0
TXN1010207,U100549,6397.11,UPI,gaming,"Indore, MP",mobile,UPI,13,0,0,3,3005.25,1910,7.3,0,0
TXN1010208,U102118,1601.97,POS,insurance,"Lucknow, UP",mobile,UPI,10,0,0,4,1491.27,1849,19.1,0,0
TXN1010209,U101267,6701.87,UPI,insurance,"Indore, MP",mobile,UPI,13,0,0,6,4509.45,2209,13.2,0,0
TXN1010210,U102593,449.3,ONLINE,gaming,"Ahmedabad, GJ",mobile,debit_card,19,0,0,1,762.85,3338,6.5,0,0
TXN1010211,U102000,633.91,ONLINE,fuel,"Kochi, KL",desktop,debit_card,23,1,0,2,702.04,566,8.5,0,0
TXN1010212,U100180,4813.55,ATM,groceries,"Mumbai, MH",desktop,UPI,19,0,0,0,2440.96,758,34.7,0,0
TXN1010213,U101838,2836.46,UPI,insurance,"Indore, MP",mobile,UPI,10,0,0,1,887.27,1363,14.7,0,0
TXN1010214,U102586,77.84,ONLINE,food,"Chennai, TN",desktop,UPI,7,0,0,0,856.46,3276,3.3,1,1
TXN1010215,U100932,13150.48,BANK_TRANSFER,fuel,"Jaipur, RJ",mobile,UPI,9,0,0,1,5060.13,1728,0.2,0,0
TXN1010216,U102262,2393.17,POS,travel,"Nagpur, MH",desktop,UPI,9,0,0,0,1244.68,3503,3.2,0,0
TXN1010217,U102939,1119.06,ONLINE,entertainment,"Hyderabad, TS",mobile,credit_card,19,0,0,1,3150.1,258,16.8,0,0
TXN1010218,U100221,298.94,UPI,fuel,"Visakhapatnam, AP",desktop,UPI,2,0,0,1,937.1,1032,5.1,0,0
TXN1010219,U101993,7966.07,ONLINE,shopping,"Chennai, TN",mobile,UPI,19,0,0,1,4212.39,788,19.9,0,0
TXN1010220,U103094,16875.56,UPI,groceries,"Indore, MP",mobile,net_banking,6,0,0,0,4568.97,26,2.4,0,0
TXN1010221,U100430,1186.03,POS,fuel,"Visakhapatnam, AP",mobile,UPI,15,0,0,2,3278.34,1634,14.1,0,0
TXN1010222,U100947,26416.46,POS,insurance,"Bhopal, MP",mobile,debit_card,20,0,0,3,2054.77,1716,2.2,0,0
TXN1010223,U102159,170.41,POS,food,"Kochi, KL",mobile,UPI,20,0,0,0,1103.17,1732,3.7,0,0
TXN1010224,U102018,1745.5,UPI,insurance,"Chennai, TN",mobile,debit_card,23,0,0,2,1133.45,2592,3.5,0,0
TXN1010225,U102768,1089.86,POS,groceries,"Nagpur, MH",mobile,UPI,11,0,0,0,2571.62,2140,11.2,0,0
TXN1010226,U102167,2644.35,BANK_TRANSFER,gaming,"Guwahati, AS",mobile,debit_card,14,1,0,1,2496.84,399,0.2,1,1
TXN1010227,U101984,1103.95,ONLINE,gaming,"Pune, MH",mobile,UPI,19,0,0,0,1330.55,2300,19.7,0,0
TXN1010228,U101550,1236.28,POS,shopping,"Delhi, DL",mobile,credit_card,20,0,0,1,1951.5,2976,0.3,0,0
TXN1010229,U100270,1298.4,BANK_TRANSFER,fuel,"Chandigarh, CH",desktop,UPI,20,0,0,1,1189.77,736,742.1,0,0
TXN1010230,U102039,3860.95,ATM,fuel,"Surat, GJ",desktop,UPI,16,0,0,3,4099.73,1143,24.3,0,0
TXN1010231,U100557,6830.22,UPI,electronics,"Ahmedabad, GJ",mobile,credit_card,22,0,0,2,1602.15,3316,12.1,0,0
TXN1010232,U103486,1863.53,UPI,education,"Delhi, DL",mobile,UPI,16,1,0,2,1309.63,3190,13.3,0,0
TXN1010233,U100272,1696.14,ONLINE,education,"Kochi, KL",mobile,UPI,12,0,0,2,423.62,3534,9.8,0,1
TXN1010234,U100259,3511.88,POS,gaming,"Lucknow, UP",desktop,net_banking,6,0,0,2,2982.77,783,7.3,0,0
TXN1010235,U102748,2412.65,BANK_TRANSFER,utilities,"Chandigarh, CH",mobile,UPI,22,0,0,1,2215.01,760,2.5,0,0
TXN1010236,U100350,4514.44,ONLINE,shopping,"Nagpur, MH",mobile,UPI,12,0,0,0,3235.96,243,1.0,0,0
TXN1010237,U101385,1047.02,POS,fuel,"Bengaluru, KA",mobile,debit_card,21,0,0,1,3105.71,559,1.3,0,0
TXN1010238,U103238,5448.88,ATM,gaming,"Chennai, TN",mobile,credit_card,18,0,0,4,1434.84,224,32.0,0,0
TXN1010239,U102751,2138.35,BANK_TRANSFER,utilities,"Chennai, TN",tablet,net_banking,11,0,0,1,1897.63,97,5.5,0,0
TXN1010240,U100827,2775.49,ONLINE,entertainment,"Patna, BR",desktop,debit_card,19,0,0,1,3495.26,1480,8.8,0,0
TXN1010241,U100888,1761.83,UPI,education,"Chennai, TN",tablet,UPI,18,0,0,0,890.21,319,17.0,0,0
TXN1010242,U102042,441.98,POS,food,"Coimbatore, TN",desktop,UPI,22,0,0,3,947.17,1245,3.4,0,0
TXN1010243,U101676,1028.33,UPI,insurance,"Nagpur, MH",desktop,net_banking,9,0,0,3,773.26,792,1.2,0,0
TXN1010244,U100408,4292.61,POS,education,"Mumbai, MH",mobile,net_banking,14,0,0,0,1536.58,2955,0.5,0,0
TXN1010245,U100566,476.98,BANK_TRANSFER,fuel,"Patna, BR",desktop,UPI,9,0,0,3,2034.61,1390,13.0,1,0
TXN1010246,U102807,5077.36,ONLINE,shopping,"Lucknow, UP",mobile,UPI,17,0,0,1,3296.67,2422,4.1,0,0
TXN1010247,U101198,3568.96,POS,education,"Guwahati, AS",tablet,UPI,20,0,0,1,4151.05,3531,0.1,0,0
TXN1010248,U102787,810.92,POS,fuel,"Ahmedabad, GJ",mobile,debit_card,10,0,0,1,1469.07,294,5.2,3,0
TXN1010249,U100681,3326.41,UPI,fuel,"Coimbatore, TN",mobile,UPI,17,0,0,2,3589.39,1409,15.5,0,0
TXN1010250,U102070,1697.39,UPI,electronics,"Nagpur, MH",mobile,net_banking,11,0,0,2,2262.43,3599,2025.1,0,0
TXN1010251,U101743,4088.27,ONLINE,healthcare,"Chandigarh, CH",mobile,UPI,16,0,0,1,2935.53,840,15.9,0,0
TXN1010252,U101141,7815.21,BANK_TRANSFER,education,"Bhopal, MP",mobile,UPI,22,0,0,0,3190.24,351,7.6,0,0
TXN1010253,U102100,2193.08,UPI,gaming,"Chennai, TN",mobile,debit_card,19,0,0,0,1161.07,486,3.9,0,0
TXN1010254,U100425,5126.58,POS,gaming,"Kochi, KL",mobile,debit_card,16,0,0,0,5441.85,2177,4.9,0,0
TXN1010255,U102992,1368.28,ATM,utilities,"Visakhapatnam, AP",mobile,UPI,16,0,1,1,3418.74,1710,1.8,0,0
TXN1010256,U102580,378.4,ONLINE,fuel,"Nagpur, MH",mobile,credit_card,3,0,0,1,508.9,1977,1322.2,0,0
TXN1010257,U101004,2766.73,POS,travel,"Lucknow, UP",mobile,debit_card,21,0,0,1,611.2,3375,0.5,0,0
TXN1010258,U102001,3303.15,ONLINE,shopping,"Guwahati, AS",mobile,UPI,22,0,0,0,3028.81,3580,5.8,0,0
TXN1010259,U103148,2359.66,UPI,healthcare,"Surat, GJ",mobile,UPI,13,0,0,0,1546.26,257,31.2,0,0
TXN1010260,U101444,732.24,BANK_TRANSFER,insurance,"Kochi, KL",mobile,UPI,20,0,0,1,284.14,3440,0.9,0,0
TXN1010261,U101254,1919.07,BANK_TRANSFER,electronics,"Lucknow, UP",mobile,net_banking,22,0,0,1,1545.37,1478,6.0,1,0
TXN1010262,U102787,1888.48,BANK_TRANSFER,groceries,"Ahmedabad, GJ",mobile,debit_card,23,0,0,1,1896.54,294,6.9,0,0
TXN1010263,U100003,881.35,ONLINE,food,"Pune, MH",mobile,credit_card,19,0,0,1,1910.66,35,2.5,0,0
TXN1010264,U102382,5670.31,UPI,insurance,"Nagpur, MH",mobile,credit_card,12,0,0,0,2022.06,1340,0.8,0,0
TXN1010265,U100771,1049.53,UPI,entertainment,"Chennai, TN",mobile,UPI,4,0,0,1,1388.98,544,28.1,0,0
TXN1010266,U102414,3376.13,ONLINE,healthcare,"Jaipur, RJ",desktop,credit_card,6,0,0,0,1951.65,3156,6.5,0,0
TXN1010267,U101498,354.35,POS,groceries,"Pune, MH",desktop,debit_card,17,0,0,0,859.54,3537,1.4,0,0
TXN1010268,U100071,3035.98,POS,shopping,"Kolkata, WB",mobile,credit_card,3,0,0,1,965.7,1340,0.6,0,0
TXN1010269,U103059,4144.47,UPI,insurance,"Guwahati, AS",mobile,debit_card,21,0,0,0,813.73,826,25.8,0,0
TXN1010270,U101887,573.52,UPI,fuel,"Chandigarh, CH",mobile,debit_card,11,0,1,2,1006.51,2213,4.4,0,0
TXN1010271,U101092,1502.18,ONLINE,groceries,"Bhopal, MP",mobile,UPI,19,0,1,1,1277.96,3135,2.5,0,0
TXN1010272,U102440,7743.75,POS,education,"Guwahati, AS",mobile,debit_card,20,0,0,1,2882.29,70,0.8,0,0
TXN1010273,U101715,686.95,UPI,food,"Jaipur, RJ",desktop,credit_card,18,0,0,0,4469.01,2594,8.2,0,0
TXN1010274,U100123,2679.46,ONLINE,fuel,"Coimbatore, TN",mobile,UPI,10,0,0,0,6909.54,2002,0.9,0,0
TXN1010275,U102244,1318.97,UPI,insurance,"Ahmedabad, GJ",mobile,debit_card,17,0,0,3,800.11,2842,1.3,0,0
TXN1010276,U103390,9179.04,BANK_TRANSFER,gaming,"Visakhapatnam, AP",mobile,UPI,9,0,0,1,3297.16,2077,9.8,0,0
TXN1010277,U100790,872.37,UPI,education,"Mumbai, MH",mobile,UPI,17,0,0,1,575.6,2430,16.9,0,0
TXN1010278,U103015,1332.07,POS,shopping,"Ahmedabad, GJ",mobile,UPI,5,0,0,1,1251.33,143,12.4,0,0
TXN1010279,U102142,66121.85,BANK_TRANSFER,electronics,"Chandigarh, CH",mobile,debit_card,10,0,1,1,2150.58,1182,48.7,0,0
TXN1010280,U100269,744.46,UPI,gaming,"Delhi, DL",mobile,UPI,22,0,0,0,570.75,3292,3.5,0,0
TXN1010281,U102536,4511.37,ONLINE,education,"Mumbai, MH",mobile,net_banking,10,0,0,2,1944.61,2766,4.6,0,0
TXN1010282,U101518,2831.73,UPI,gaming,"Kochi, KL",desktop,debit_card,21,0,0,1,1749.56,2584,5.4,0,0
TXN1010283,U102770,2899.5,ONLINE,education,"Chandigarh, CH",desktop,net_banking,20,0,0,2,1739.6,1768,10.0,0,0
TXN1010284,U102194,1475.38,BANK_TRANSFER,healthcare,"Guwahati, AS",mobile,UPI,7,0,0,0,1112.54,3424,2.4,0,0
TXN1010285,U100009,1730.55,BANK_TRANSFER,healthcare,"Ahmedabad, GJ",desktop,credit_card,21,0,0,1,1377.61,1477,1.3,0,0
TXN1010286,U100430,10509.31,UPI,insurance,"Visakhapatnam, AP",mobile,net_banking,14,0,0,1,3508.83,1634,4.8,0,0
TXN1010287,U101217,4469.73,UPI,education,"Nagpur, MH",tablet,UPI,19,0,0,0,1565.07,126,2.9,0,0
TXN1010288,U101661,3986.48,UPI,education,"Chandigarh, CH",mobile,UPI,15,0,0,0,836.77,1341,4.9,0,0
TXN1010289,U103254,5637.07,BANK_TRANSFER,healthcare,"Delhi, DL",desktop,net_banking,3,0,0,2,4645.48,1846,23.5,1,0
